application_number,advice_date,ego_examiner_id,alter_examiner_id
10480360,2008-02-04,87125,95344
10480360,2008-02-04,87125,78379
10480423,2008-02-28,NA,72882
10480423,2008-02-28,NA,59738
10480423,2008-02-28,NA,99004
10480520,2008-07-09,67543,67389
10481006,2008-12-15,70881,82244
10481006,2008-12-15,70881,70191
10481006,2008-12-15,70881,70624
10481038,2008-01-09,71931,72253
10481270,2008-02-08,72941,93403
10481334,2008-10-31,66436,89539
10481715,2008-01-28,90967,69239
10481715,2008-08-20,90967,75375
10481767,2008-02-22,97697,62528
10481822,2008-06-25,59987,97402
10481937,2008-09-25,97755,95160
10481937,2008-09-25,97755,75367
10482085,2008-01-29,67421,60579
10482085,2008-12-23,67421,74747
10482085,2008-12-23,67421,71943
10482085,2008-01-29,67421,68425
10482085,2008-01-29,67421,NA
10482092,2008-02-05,88202,77068
10482092,2008-02-05,88202,77294
10482242,2008-12-19,NA,96166
10482357,2008-08-12,71381,60400
10482357,2008-08-12,71381,70805
10482486,2008-08-12,95416,63589
10482575,2008-03-17,NA,67514
10482575,2008-03-17,NA,67829
10482575,2008-03-17,NA,60410
10482681,2008-01-02,62928,98905
10482701,2008-07-21,NA,87125
10482701,2008-12-18,NA,87125
10482770,2008-04-15,86647,92836
10482770,2008-04-15,86647,71059
10482837,2008-12-08,NA,87125
10482950,2008-05-09,NA,87125
10482975,2008-06-11,70227,97402
10483159,2008-04-14,75775,72882
10483165,2008-06-23,75775,72882
10483165,2008-06-23,75775,83794
10483165,2008-06-23,75775,70306
10483165,2008-06-23,75775,NA
10483199,2008-05-14,77648,71353
10483199,2008-12-17,77648,71353
10483280,2008-02-12,96523,97470
10483280,2008-02-12,96523,99413
10483280,2008-02-12,96523,95212
10483280,2008-02-12,96523,67634
10483280,2008-02-12,96523,72579
10483285,2008-05-14,96898,72814
10483285,2008-05-14,96898,67669
10483393,2008-07-11,67690,61180
10483393,2008-07-11,67690,71948
10483393,2008-07-11,67690,66206
10483393,2008-07-11,67690,71259
10483393,2008-07-11,67690,NA
10483393,2008-07-11,67690,97808
10483393,2008-07-11,67690,78807
10483393,2008-07-11,67690,64315
10483393,2008-07-11,67690,68486
10483393,2008-07-11,67690,60377
10483393,2008-07-11,67690,65713
10483393,2008-07-11,67690,74230
10483414,2008-08-06,NA,89539
10483773,2008-02-04,NA,67698
10483942,2008-10-21,63557,92569
10484051,2008-06-18,90166,65586
10484172,2008-10-02,59811,NA
10484172,2008-10-02,59811,66225
10484172,2008-10-02,59811,60791
10484172,2008-10-02,59811,59908
10484172,2008-10-02,59811,76423
10484172,2008-10-02,59811,71087
10484172,2008-10-02,59811,94770
10484172,2008-10-02,59811,76309
10484172,2008-10-02,59811,91849
10484172,2008-10-02,59811,69467
10484172,2008-10-02,59811,70892
10484172,2008-10-02,59811,97332
10484172,2008-10-02,59811,90288
10484172,2008-10-02,59811,86743
10484172,2008-10-02,59811,61388
10484172,2008-10-02,59811,95253
10484172,2008-10-02,59811,68813
10484172,2008-10-02,59811,97610
10484172,2008-10-02,59811,93800
10484172,2008-10-02,59811,94355
10484172,2008-10-02,59811,80910
10484172,2008-10-02,59811,60266
10484172,2008-10-02,59811,65790
10484172,2008-10-02,59811,67669
10484172,2008-10-02,59811,71528
10484172,2008-10-02,59811,59868
10484172,2008-10-02,59811,79106
10484203,2008-08-01,77648,63363
10484220,2008-09-25,65654,66266
10484316,2008-04-07,96068,60554
10484425,2008-05-27,93859,85716
10484425,2008-05-27,93859,NA
10484469,2008-07-24,98591,67422
10484469,2008-10-31,98591,67422
10484474,2008-08-21,NA,69378
10484474,2008-09-29,NA,69378
10484535,2008-12-19,68017,76320
10484821,2008-03-31,67690,70333
10485021,2008-11-06,92706,92569
10485021,2008-11-06,92706,95963
10485045,2008-03-11,64073,78086
10485045,2008-03-11,64073,72253
10485045,2008-03-11,64073,95565
10485265,2008-09-04,68975,99254
10485265,2008-09-04,68975,60423
10485265,2008-05-07,68975,63054
10485265,2008-09-04,68975,63054
10485265,2008-05-07,68975,94070
10485265,2008-09-04,68975,94070
10485265,2008-09-04,68975,67581
10485265,2008-05-07,68975,71059
10485265,2008-09-04,68975,91688
10485394,2008-12-05,81211,65537
10485451,2008-09-12,67340,90956
10485471,2008-03-14,NA,87125
10485471,2008-11-06,NA,87125
10485517,2008-04-02,75775,69583
10485517,2008-04-02,75775,83794
10485763,2008-06-11,73229,77770
10485892,2008-01-11,66510,65790
10485912,2008-04-30,93781,79213
10485912,2008-04-30,93781,84843
10485912,2008-04-30,93781,78106
10485912,2008-04-30,93781,67945
10485912,2008-04-30,93781,66839
10485912,2008-04-30,93781,63823
10485912,2008-04-30,93781,59549
10485912,2008-04-30,93781,64878
10485912,2008-04-30,93781,68210
10485912,2008-04-30,93781,67258
10485912,2008-04-30,93781,NA
10485912,2008-04-30,93781,81831
10485912,2008-04-30,93781,63646
10485912,2008-04-30,93781,67446
10485912,2008-04-30,93781,96941
10485912,2008-04-30,93781,64466
10485912,2008-04-30,93781,74061
10485912,2008-04-30,93781,72062
10485912,2008-04-30,93781,93741
10485912,2008-04-30,93781,81841
10485912,2008-04-30,93781,63006
10485912,2008-04-30,93781,79223
10485912,2008-04-30,93781,93755
10485912,2008-04-30,93781,66670
10485912,2008-04-30,93781,61897
10485912,2008-04-30,93781,74194
10485912,2008-04-30,93781,97019
10485912,2008-04-30,93781,90991
10485912,2008-04-30,93781,60206
10485912,2008-04-30,93781,77837
10485912,2008-04-30,93781,61330
10485912,2008-04-30,93781,66581
10485912,2008-04-30,93781,70996
10485912,2008-04-30,93781,90148
10486052,2008-08-20,96898,67669
10486057,2008-09-15,84356,99763
10486057,2008-09-15,84356,98531
10486080,2008-02-25,77648,71353
10486100,2008-03-28,63970,63478
10486422,2008-01-22,77346,66324
10486589,2008-07-14,90049,85057
10486589,2008-07-14,90049,69090
10486688,2008-12-15,86647,92836
10486688,2008-12-15,86647,71059
10486716,2008-04-29,69059,NA
10486872,2008-06-06,62152,98826
10486908,2008-07-15,93839,66266
10487060,2008-06-18,82105,76964
10487093,2008-04-18,97371,77068
10487312,2008-01-02,98228,97328
10487346,2008-03-31,93745,67698
10487346,2008-12-18,93745,67698
10487346,2008-12-18,93745,NA
10487360,2008-04-03,64839,69098
10487412,2008-01-11,77346,66324
10487575,2008-02-21,74334,74334
10487585,2008-05-01,80730,63829
10487694,2008-02-21,66629,95160
10487780,2008-04-15,94466,75933
10487780,2008-04-15,94466,63010
10487923,2008-03-24,65068,NA
10487923,2008-03-24,65068,61811
10487923,2008-03-24,65068,97628
10487923,2008-03-24,65068,71059
10487923,2008-03-24,65068,92803
10487929,2008-05-06,69680,97974
10487959,2008-11-14,95871,94753
10487991,2008-01-24,83039,70835
10488013,2008-10-09,60682,76536
10488036,2008-03-28,93896,72112
10488036,2008-03-28,93896,98297
10488036,2008-03-28,93896,88291
10488036,2008-03-28,93896,NA
10488036,2008-03-28,93896,92569
10488047,2008-08-19,65621,62413
10488047,2008-08-19,65621,67829
10488047,2008-08-19,65621,93968
10488047,2008-08-19,65621,66432
10488047,2008-08-19,65621,NA
10488116,2008-10-17,95217,67256
10488176,2008-11-13,86647,NA
10488176,2008-11-13,86647,61811
10488176,2008-11-13,86647,97628
10488176,2008-11-13,86647,92803
10488208,2008-02-04,62862,63764
10488208,2008-02-04,62862,66442
10488405,2008-04-30,83601,76447
10488405,2008-04-30,83601,68169
10488427,2008-12-15,97141,63519
10488491,2008-08-11,62581,95600
10488491,2008-08-11,62581,62581
10488537,2008-06-09,59491,71243
10488729,2008-03-17,64507,76315
10489041,2008-10-03,88234,87890
10489076,2008-10-24,NA,66607
10489076,2008-10-24,NA,62188
10489269,2008-08-18,59239,62919
10489515,2008-05-14,98563,71946
10489515,2008-05-14,98563,83254
10489517,2008-04-03,59108,64183
10489517,2008-09-16,59108,64183
10489517,2008-04-03,59108,62528
10489517,2008-09-16,59108,62528
10489602,2008-04-30,96496,75834
10489602,2008-11-24,96496,75834
10489756,2008-05-27,NA,98826
10489756,2008-05-27,NA,75933
10490026,2008-04-03,NA,81984
10490026,2008-04-03,NA,66118
10490026,2008-04-03,NA,67690
10490026,2008-04-03,NA,65015
10490026,2008-04-03,NA,NA
10490299,2008-04-22,71355,92569
10490299,2008-04-22,71355,NA
10490413,2008-03-03,98778,96136
10490413,2008-03-03,98778,59074
10490564,2008-07-14,89023,72591
10490811,2008-06-18,88832,69138
10490910,2008-07-17,88202,77068
10490910,2008-07-17,88202,68169
10490920,2008-09-17,82597,69583
10490920,2008-09-17,82597,62312
10491081,2008-07-10,59239,66096
10491081,2008-01-23,59239,93224
10491081,2008-07-10,59239,93224
10491086,2008-04-29,91056,93966
10491230,2008-09-19,59811,67669
10491238,2008-03-19,69098,99930
10491238,2008-03-19,69098,69098
10491439,2008-12-22,62152,98826
10491439,2008-12-22,62152,61863
10491439,2008-12-22,62152,95344
10491439,2008-03-11,62152,98489
10491772,2008-04-21,97706,75119
10491802,2008-03-19,60078,77068
10491880,2008-03-17,98228,72089
10492064,2008-04-30,62659,75933
10492064,2008-04-30,62659,62659
10492183,2008-05-29,NA,72882
10492261,2008-02-05,96944,70624
10492288,2008-02-26,59698,59698
10492288,2008-02-26,59698,96912
10492403,2008-09-30,92784,85381
10492403,2008-09-30,92784,65024
10492728,2008-07-25,62152,87125
10492728,2008-07-25,62152,61863
10492728,2008-07-25,62152,95344
10492810,2008-10-08,89023,79289
10492877,2008-03-05,97818,67010
10492998,2008-12-10,59497,60958
10493276,2008-11-18,70919,60897
10493276,2008-11-18,70919,98690
10493276,2008-11-18,70919,96691
10493276,2008-11-18,70919,80174
10493276,2008-11-18,70919,78036
10493276,2008-11-18,70919,91499
10493338,2008-01-22,80730,69077
10493338,2008-01-22,80730,63829
10493338,2008-01-22,80730,86201
10493338,2008-01-22,80730,98804
10493338,2008-01-22,80730,79538
10493338,2008-05-29,80730,79538
10495884,2008-12-11,62809,95570
10495884,2008-12-11,62809,63104
10495884,2008-12-11,62809,93547
10495999,2008-03-25,59239,95398
10495999,2008-10-20,59239,95398
10496042,2008-12-11,68384,92569
10496069,2008-03-10,62152,98489
10496306,2008-02-01,93781,66400
10496322,2008-06-11,95723,67581
10496322,2008-06-11,95723,NA
10496411,2008-07-10,73364,72814
10496495,2008-08-22,NA,69831
10496596,2008-07-02,NA,67389
10496637,2008-09-29,59811,59811
10496637,2008-03-18,59811,67581
10496637,2008-09-29,59811,67581
10496637,2008-09-29,59811,67669
10496651,2008-03-25,59811,67581
10496651,2008-03-25,59811,97402
10496719,2008-04-30,97755,75367
10496927,2008-03-17,85457,68762
10497045,2008-04-16,59239,95398
10497045,2008-04-16,59239,66096
10497045,2008-04-16,59239,85754
10497045,2008-04-16,59239,64728
10497045,2008-04-16,59239,71764
10497045,2008-04-16,59239,61485
10497098,2008-05-14,NA,67389
10497118,2008-04-08,92884,60897
10497118,2008-04-08,92884,98690
10497118,2008-04-08,92884,96691
10497118,2008-04-08,92884,80174
10497118,2008-04-08,92884,78036
10497125,2008-04-03,59108,64183
10497125,2008-04-03,59108,62528
10497164,2008-08-04,63388,67581
10497164,2008-08-04,63388,67256
10497196,2008-12-10,86647,71059
10497196,2008-12-10,86647,91688
10497248,2008-03-25,83398,77068
10497248,2008-12-29,83398,77068
10497469,2008-11-14,60078,95660
10497469,2008-11-14,60078,NA
10497540,2008-09-16,NA,75933
10497602,2008-07-09,77648,71353
10497613,2008-03-19,62098,89539
10497942,2008-08-18,72514,91352
10498066,2008-01-22,65260,92569
10498066,2008-01-22,65260,NA
10498088,2008-01-08,67421,94152
10498088,2008-09-16,67421,94152
10498088,2008-01-08,67421,87031
10498088,2008-09-16,67421,87031
10498093,2008-01-25,85216,NA
10498093,2008-01-25,85216,67256
10498169,2008-09-16,93432,97650
10498169,2008-09-16,93432,72004
10498205,2008-06-26,59108,64183
10498205,2008-11-26,59108,64183
10498205,2008-11-26,59108,70835
10498205,2008-06-26,59108,62528
10498205,2008-11-26,59108,62528
10498412,2008-01-23,62862,66442
10498412,2008-05-28,62862,66442
10498478,2008-10-03,71142,63366
10498504,2008-06-17,77648,71353
10498749,2008-10-10,78586,92569
10498854,2008-05-14,93845,62242
10498905,2008-06-03,67905,84810
10498905,2008-06-03,67905,96912
10498986,2008-10-27,86435,83510
10499260,2008-07-01,72052,77068
10499260,2008-07-01,72052,67698
10499260,2008-07-01,72052,99960
10499276,2008-03-10,62862,91423
10499276,2008-03-10,62862,66442
10499278,2008-10-08,NA,84193
10499278,2008-10-08,NA,94152
10499389,2008-04-29,71393,64728
10499389,2008-04-29,99713,64728
10499486,2008-02-05,74579,63188
10499560,2008-03-27,NA,94152
10499560,2008-10-06,NA,94152
10499560,2008-03-27,NA,87031
10499659,2008-04-28,NA,87505
10499704,2008-02-14,60575,97338
10499704,2008-02-14,60575,99489
10499704,2008-02-14,60575,95299
10499704,2008-02-14,60575,96697
10499704,2008-02-14,60575,74097
10499704,2008-02-14,60575,NA
10499704,2008-02-14,60575,64428
10499704,2008-02-14,60575,85732
10499704,2008-02-14,60575,60792
10499704,2008-02-14,60575,94942
10499704,2008-02-14,60575,96068
10499704,2008-02-14,60575,66228
10499704,2008-02-14,60575,72942
10499704,2008-02-14,60575,77960
10499704,2008-02-14,60575,94075
10499704,2008-02-14,60575,64721
10499704,2008-02-14,60575,95627
10499704,2008-02-14,60575,60817
10499704,2008-02-14,60575,72880
10499704,2008-02-14,60575,96113
10499704,2008-02-14,60575,94962
10499734,2008-04-24,77648,71353
10499734,2008-09-29,77648,71353
10499740,2008-03-27,95973,94270
10499740,2008-03-27,95973,94427
10499740,2008-03-27,95973,87589
10499743,2008-04-23,72732,67389
10499743,2008-04-23,72732,69855
10499746,2008-08-01,80908,66442
10499766,2008-04-14,NA,79585
10499821,2008-09-04,59108,73296
10499821,2008-01-24,59108,64183
10499821,2008-09-04,59108,64183
10499821,2008-01-24,59108,62528
10499821,2008-09-04,59108,62528
10499821,2008-09-04,59108,71764
10499821,2008-09-04,59108,61485
10500004,2008-05-28,65251,65251
10500004,2008-05-28,65251,62242
10500072,2008-07-25,71388,62024
10500124,2008-08-27,77648,NA
10500175,2008-01-25,97706,75119
10500180,2008-01-24,66629,95160
10500180,2008-07-09,66629,95160
10500180,2008-01-24,66629,75367
10500209,2008-11-25,NA,87125
10500264,2008-07-02,63190,62621
10500264,2008-07-02,63190,64744
10500303,2008-02-05,73383,77068
10500334,2008-02-13,67690,70333
10500352,2008-10-23,67421,94152
10500352,2008-10-23,67421,59043
10500352,2008-10-23,67421,87031
10500401,2008-04-03,80925,93918
10500401,2008-04-03,80925,64588
10500401,2008-04-03,80925,NA
10500453,2008-11-26,NA,68762
10500453,2008-11-26,NA,94152
10500453,2008-11-26,NA,81731
10500453,2008-11-26,NA,87031
10500560,2008-02-08,62253,67669
10500560,2008-02-08,62253,65713
10500661,2008-07-07,93932,91032
10500661,2008-07-07,93932,75367
10500698,2008-02-20,75592,77294
10500698,2008-02-20,75592,63613
10500792,2008-04-11,76209,82312
10500827,2008-01-25,59108,64183
10500827,2008-07-03,59108,64183
10500827,2008-01-25,59108,62528
10500827,2008-07-03,59108,62528
10501047,2008-01-29,77648,71353
10501145,2008-03-18,NA,95432
10501145,2008-03-18,NA,59269
10501145,2008-03-18,NA,63482
10501145,2008-03-18,NA,94860
10501145,2008-03-18,NA,89466
10501145,2008-03-18,NA,NA
10501145,2008-03-18,NA,95666
10501145,2008-03-18,NA,89404
10501145,2008-03-18,NA,73564
10501145,2008-03-18,NA,64184
10501145,2008-03-18,NA,67547
10501145,2008-03-18,NA,67514
10501145,2008-03-18,NA,97267
10501145,2008-03-18,NA,64350
10501145,2008-03-18,NA,99577
10501145,2008-03-18,NA,91123
10501227,2008-01-04,74224,83254
10501227,2008-01-04,74224,94911
10501227,2008-01-04,74224,74224
10501297,2008-02-20,64403,92569
10501356,2008-05-14,NA,60077
10501395,2008-01-11,65068,96939
10501395,2008-01-11,65068,71059
10501410,2008-05-14,59108,64183
10501428,2008-08-04,76396,NA
10501443,2008-05-20,93845,62242
10501517,2008-03-17,78586,78586
10501517,2008-03-17,78586,71764
10501517,2008-03-17,78586,61485
10501653,2008-08-18,88496,65885
10501653,2008-11-03,88496,65885
10501683,2008-02-26,94466,NA
10501721,2008-03-31,72732,65566
10501721,2008-03-31,72732,69855
10501721,2008-03-31,72732,91853
10501860,2008-07-14,60671,60897
10501860,2008-07-14,60671,98690
10501860,2008-07-14,60671,96691
10501860,2008-07-14,60671,80174
10501860,2008-07-14,60671,78036
10501949,2008-03-27,64272,59043
10502021,2008-11-10,86647,92836
10502021,2008-11-10,86647,64418
10502021,2008-11-10,86647,91688
10502048,2008-03-13,NA,62188
10502052,2008-07-01,NA,60203
10502144,2008-02-06,75431,97328
10502144,2008-02-06,98228,97328
10502180,2008-12-10,88832,69138
10502300,2008-01-18,62862,66442
10502386,2008-06-26,75628,88679
10502437,2008-02-29,84972,98738
10502543,2008-09-04,68593,60333
10504827,2008-04-08,94341,67331
10505205,2008-05-12,82105,76964
10505254,2008-09-30,59866,62499
10505259,2008-06-12,98719,96277
10505259,2008-02-19,77345,96277
10505259,2008-06-12,77345,96277
10505380,2008-10-06,77664,70191
10505380,2008-10-06,77664,70624
10506428,2008-03-28,NA,72234
10506428,2008-03-28,NA,87031
10506432,2008-05-01,66359,92028
10506432,2008-05-01,66359,66030
10506487,2008-02-19,99484,94433
10506597,2008-11-26,61328,74579
10506601,2008-08-25,92902,62236
10506601,2008-08-25,92902,61709
10506601,2008-08-25,92902,67731
10506611,2008-03-27,NA,99316
10506611,2008-03-27,NA,89539
10506613,2008-09-15,64053,90956
10506796,2008-07-02,59338,83794
10506831,2008-02-06,98228,97328
10506838,2008-02-15,59108,70835
10507095,2008-07-28,97456,92991
10507095,2008-03-04,97456,62499
10507252,2008-12-08,80063,63519
10507262,2008-05-13,76021,69099
10507268,2008-09-05,NA,66971
10507281,2008-07-17,65068,71059
10507300,2008-04-14,NA,63188
10507479,2008-02-25,75568,67905
10507479,2008-02-25,75568,72882
10507479,2008-02-25,75568,64652
10507479,2008-02-25,75568,59738
10507479,2008-02-25,75568,99004
10507498,2008-04-08,75568,67905
10507498,2008-04-08,75568,72882
10507498,2008-04-08,75568,64652
10507498,2008-04-08,75568,59738
10507498,2008-04-08,75568,99004
10507520,2008-12-08,69889,92569
10508771,2008-04-03,99713,64728
10508771,2008-04-03,99713,98819
10508819,2008-04-09,63714,62499
10508840,2008-03-17,76209,95310
10509084,2008-07-31,NA,74114
10509112,2008-05-30,59811,67581
10509112,2008-05-30,59811,78477
10509267,2008-04-14,77648,71353
10509267,2008-08-26,77648,71353
10509295,2008-11-12,60837,75341
10509300,2008-05-12,73364,72814
10509300,2008-05-12,73364,70571
10509303,2008-06-25,93968,65621
10509303,2008-06-25,93968,75933
10509335,2008-01-29,61417,77348
10509357,2008-04-24,99713,65231
10509357,2008-04-24,99713,98819
10509357,2008-04-24,71604,65231
10509357,2008-04-24,71604,98819
10509369,2008-01-10,60837,69909
10509375,2008-04-17,68646,96653
10509375,2008-04-17,68646,65572
10509413,2008-10-31,65586,93974
10509441,2008-02-06,NA,97262
10509441,2008-06-06,NA,97262
10509441,2008-06-06,NA,98826
10509441,2008-06-06,NA,NA
10509441,2008-02-06,NA,NA
10509517,2008-03-28,99465,59475
10509526,2008-08-21,61977,95398
10509526,2008-08-21,61977,NA
10509526,2008-08-21,61977,78321
10509537,2008-02-21,85449,63363
10509537,2008-02-21,85449,67904
10509537,2008-02-21,85449,98776
10509545,2008-06-23,67288,92028
10509614,2008-05-05,93224,66096
10509670,2008-05-06,93224,66096
10509730,2008-04-15,65179,95561
10509730,2008-09-03,65179,95561
10509752,2008-03-18,77648,71353
10509752,2008-11-06,77648,NA
10509786,2008-07-21,NA,63155
10509786,2008-07-21,NA,66932
10509935,2008-04-16,NA,67829
10509955,2008-07-07,67905,60237
10510011,2008-08-14,95183,64520
10510107,2008-12-15,94878,67515
10510107,2008-12-15,94878,60322
10510115,2008-01-22,92143,77298
10510221,2008-05-12,62958,72573
10510221,2008-05-12,62958,62033
10510221,2008-07-29,62958,62033
10510221,2008-11-26,62958,62033
10510221,2008-07-29,62958,78350
10510225,2008-02-19,62958,84249
10510225,2008-02-19,62958,68796
10510225,2008-02-19,62958,62528
10510225,2008-05-29,62958,62528
10510225,2008-11-28,62958,62528
10510312,2008-02-04,66885,74114
10510312,2008-02-04,66885,60487
10510315,2008-01-28,66885,74114
10510390,2008-05-13,97902,91499
10510390,2008-05-13,97902,64728
10510390,2008-05-13,99713,91499
10510390,2008-05-13,99713,64728
10510436,2008-09-05,74001,66096
10510436,2008-09-05,93224,66096
10510701,2008-12-12,62150,68762
10510701,2008-05-23,62150,62150
10510701,2008-12-12,62150,62150
10510974,2008-03-17,99713,98819
10511007,2008-08-14,71107,94084
10511091,2008-12-09,69835,66096
10511091,2008-12-09,69835,75382
10511091,2008-06-25,96716,66096
10511154,2008-03-03,87660,67515
10511203,2008-07-21,62098,89539
10511247,2008-01-24,69098,99930
10511247,2008-11-25,69098,99930
10511247,2008-01-24,69098,69098
10511248,2008-01-28,69098,99930
10511248,2008-01-28,69098,69098
10511249,2008-07-31,62958,71761
10511249,2008-10-01,62958,71761
10511249,2008-07-31,62958,62528
10511249,2008-10-01,62958,62528
10511333,2008-04-25,95183,64520
10511465,2008-09-04,NA,72882
10511525,2008-04-21,68166,98700
10511535,2008-04-22,68166,98700
10511546,2008-03-28,NA,98826
10511546,2008-03-28,NA,NA
10511549,2008-04-11,73920,99763
10511549,2008-10-30,73920,99763
10511549,2008-04-11,73920,92890
10511549,2008-10-30,73920,92890
10511549,2008-04-11,73920,67669
10511549,2008-10-30,73920,67669
10511549,2008-04-11,73920,87486
10511549,2008-10-30,73920,87486
10511560,2008-09-18,94646,76536
10511560,2008-09-18,90730,76536
10511578,2008-12-17,93432,76446
10511585,2008-03-28,99713,91499
10511585,2008-03-28,99713,98819
10511707,2008-08-07,NA,73777
10511756,2008-03-20,71355,67669
10511830,2008-04-09,95183,64520
10511830,2008-04-09,95183,61765
10511888,2008-07-01,90588,NA
10511899,2008-06-11,65179,95561
10511899,2008-09-24,65179,95561
10511903,2008-09-23,69141,73271
10512130,2008-04-22,65260,NA
10516405,2008-02-07,87165,92569
10516418,2008-07-03,95723,67581
10516427,2008-04-17,NA,70835
10516596,2008-04-01,62152,98489
10516603,2008-10-07,66971,62312
10516642,2008-12-29,99876,65179
10516642,2008-12-29,99876,65934
10516752,2008-02-27,NA,97692
10517135,2008-12-08,97706,75119
10517212,2008-01-08,67705,99218
10517212,2008-09-02,67705,99218
10517235,2008-10-28,67660,63372
10517260,2008-05-05,95183,64520
10517321,2008-11-21,62397,69917
10517448,2008-01-02,81846,81846
10517492,2008-03-24,80730,69909
10517492,2008-11-14,80730,63829
10517521,2008-08-18,77773,95398
10517521,2008-08-18,77773,91499
10517645,2008-07-07,87897,65446
10517645,2008-11-26,87897,65446
10517645,2008-11-26,87897,72882
10517652,2008-09-16,66186,93217
10517652,2008-09-16,66186,62242
10517665,2008-12-23,NA,65601
10517722,2008-10-24,95723,67581
10517778,2008-10-30,65654,67669
10517797,2008-10-02,NA,67389
10517806,2008-07-21,76021,77298
10517806,2008-07-21,76021,99217
10517835,2008-05-01,66629,95160
10517835,2008-05-01,66629,75367
10517853,2008-01-17,71856,63519
10517853,2008-01-17,71856,76473
10517853,2008-01-17,71856,74055
10517853,2008-01-17,71856,72291
10517853,2008-01-17,71856,92569
10517853,2008-01-17,71856,72116
10517853,2008-01-17,71856,71856
10517866,2008-12-24,98840,65179
10517866,2008-12-24,98840,98840
10517875,2008-09-11,62152,98826
10518020,2008-04-15,65179,95561
10518060,2008-06-19,76732,86201
10518060,2008-09-08,76732,86201
10518067,2008-05-01,95723,67581
10518113,2008-12-09,88509,91426
10518173,2008-05-08,78302,92836
10518208,2008-06-02,70917,91499
10518338,2008-10-23,66436,72666
10518338,2008-10-23,66436,89539
10518345,2008-11-07,97955,77651
10518375,2008-05-14,80730,69077
10518375,2008-05-14,80730,69909
10518375,2008-12-01,80730,63829
10518375,2008-12-01,80730,98804
10518375,2008-05-14,80730,98804
10518375,2008-12-01,80730,78379
10518533,2008-08-05,88092,97650
10518560,2008-04-15,62152,87124
10518560,2008-04-15,62152,98489
10518639,2008-05-14,94756,81442
10518644,2008-05-15,90956,64053
10518788,2008-04-02,67690,70333
10518788,2008-04-02,67690,81865
10518917,2008-04-08,78775,79585
10518917,2008-04-08,78775,NA
10518965,2008-02-12,95210,62271
10518965,2008-02-12,95210,82563
10518965,2008-02-12,95210,87571
10519105,2008-11-06,67034,60851
10519105,2008-11-06,67034,NA
10519107,2008-09-22,96172,69809
10519107,2008-04-29,72885,69809
10519107,2008-09-22,72885,69809
10519236,2008-09-04,91039,91039
10519339,2008-03-07,77648,71353
10519339,2008-08-05,77648,71353
10519339,2008-12-24,77648,71353
10519393,2008-09-18,68646,96653
10519548,2008-06-16,67034,74052
10519548,2008-06-16,67034,NA
10519621,2008-07-01,62583,94911
10519664,2008-11-24,70204,69583
10519664,2008-10-06,70204,72882
10519664,2008-11-24,70204,72882
10519664,2008-10-06,70204,94911
10519681,2008-11-14,90956,64053
10519681,2008-11-14,90956,NA
10519889,2008-01-16,60302,92569
10519890,2008-10-02,63470,65312
10520055,2008-06-26,91824,93804
10520055,2008-06-26,91824,84157
10520055,2008-06-26,91824,94698
10520105,2008-03-18,66629,95160
10520105,2008-03-18,66629,67829
10520105,2008-03-18,66629,75367
10520168,2008-10-14,64272,68762
10520341,2008-12-31,82597,62312
10520364,2008-02-26,98582,62271
10520364,2008-02-26,98582,82563
10520364,2008-02-26,98582,87571
10520401,2008-09-19,66637,94770
10520401,2008-09-19,66637,76309
10520401,2008-09-19,66637,63321
10520430,2008-12-05,75233,71393
10520430,2008-04-18,75233,71764
10520430,2008-04-18,75233,61485
10520490,2008-12-01,61485,72573
10520490,2008-12-01,61485,96764
10520502,2008-11-13,66971,62312
10520609,2008-07-25,65251,65251
10520609,2008-07-25,65251,62242
10520622,2008-10-03,62284,62284
10520622,2008-10-03,62284,61698
10520622,2008-10-03,62284,63188
10520622,2008-10-03,62284,74579
10520715,2008-05-28,99713,91499
10520715,2008-05-28,99713,79856
10520715,2008-05-28,99713,98819
10520755,2008-04-15,63714,62499
10520834,2008-06-09,60575,76622
10520834,2008-06-09,60575,75409
10521046,2008-09-16,81877,63176
10521046,2008-09-16,81877,64074
10521046,2008-09-16,81877,94161
10521143,2008-07-24,69464,92569
10521153,2008-02-07,93371,95473
10521162,2008-04-25,92784,85381
10521162,2008-04-25,92784,65024
10521379,2008-11-13,72573,94816
10521379,2008-11-13,72573,60402
10521379,2008-11-13,76272,94816
10521379,2008-11-13,76272,60402
10521379,2008-11-13,76272,71380
10521446,2008-09-17,98551,66685
10521529,2008-01-23,NA,64197
10521566,2008-04-30,59866,98558
10521567,2008-11-14,NA,75933
10521567,2008-11-14,NA,87125
10521591,2008-02-12,NA,74052
10521659,2008-10-06,97975,70835
10521772,2008-07-22,64859,60897
10521772,2008-07-22,64859,98690
10521772,2008-07-22,64859,96691
10521772,2008-07-22,64859,80174
10521772,2008-07-22,64859,78036
10521772,2008-07-22,61244,60897
10521772,2008-07-22,61244,98690
10521772,2008-07-22,61244,96691
10521772,2008-07-22,61244,80174
10521772,2008-07-22,61244,78036
10521898,2008-06-20,80730,99224
10521898,2008-06-20,80730,63935
10521898,2008-06-20,80730,79538
10522006,2008-12-26,80730,63829
10522006,2008-06-12,80730,99224
10522006,2008-12-26,80730,99224
10522006,2008-06-12,80730,79538
10522006,2008-12-26,80730,79538
10522068,2008-03-25,95508,65179
10522191,2008-06-11,71388,77184
